AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1.53,62464.93,2666.66,6252.03,94.49,53451.75,53451.75,0.0,0.0,organic,2017,BaltimoreWashington
1.54,59452.63,2003.4,8036.61,72.28,49340.34,49340.34,0.0,0.0,organic,2017,BaltimoreWashington
1.59,63283.62,2319.29,8702.11,102.72,52159.5,52159.5,0.0,0.0,organic,2017,BaltimoreWashington
1.68,58736.24,4534.0,8344.86,134.23,45723.15,45723.15,0.0,0.0,organic,2017,BaltimoreWashington
1.82,41523.58,4097.95,8674.09,66.86,28684.68,28684.68,0.0,0.0,organic,2017,BaltimoreWashington
1.75,39133.75,924.94,8272.68,114.95,29821.18,29816.74,4.44,0.0,organic,2017,BaltimoreWashington
1.66,40536.12,1099.85,6739.42,161.91,32534.94,32534.94,0.0,0.0,organic,2017,BaltimoreWashington
1.65,41701.43,1372.7,10746.78,148.14,29433.81,29420.48,13.33,0.0,organic,2017,BaltimoreWashington
1.6,41846.93,1117.3,8371.18,115.39,32243.06,32243.06,0.0,0.0,organic,2017,BaltimoreWashington
1.51,50322.79,763.36,8833.15,131.28,40595.0,40588.34,6.66,0.0,organic,2017,BaltimoreWashington
1.57,37981.09,845.67,4835.57,168.13,32131.72,32131.72,0.0,0.0,organic,2017,BaltimoreWashington
2.26,18665.31,1270.14,7508.32,197.39,9689.46,9685.02,4.44,0.0,organic,2017,BaltimoreWashington
2.2,23687.44,1028.08,12582.81,209.44,9867.11,9863.78,3.33,0.0,organic,2017,BaltimoreWashington
2.21,22445.91,792.09,11005.95,179.93,10467.94,10461.28,6.66,0.0,organic,2017,BaltimoreWashington
2.2,22845.26,963.89,11778.12,141.79,9961.46,9958.13,3.33,0.0,organic,2017,BaltimoreWashington
2.17,23607.15,1138.12,11797.51,140.2,10531.32,10531.32,0.0,0.0,organic,2017,BaltimoreWashington
2.15,26345.64,1029.51,13920.73,217.02,11178.38,11174.92,3.46,0.0,organic,2017,BaltimoreWashington
2.18,24730.84,1009.57,13030.82,180.99,10509.46,10503.91,5.55,0.0,organic,2017,BaltimoreWashington
2.2,23209.1,1034.75,10982.81,206.24,10985.3,10985.3,0.0,0.0,organic,2017,BaltimoreWashington
2.11,25181.71,1025.83,12713.64,262.83,11179.41,11171.14,8.27,0.0,organic,2017,BaltimoreWashington
2.13,21753.01,964.17,9975.92,229.32,10583.6,10561.56,22.04,0.0,organic,2017,BaltimoreWashington
2.15,25696.88,1412.92,11979.18,192.69,12112.09,12103.86,8.23,0.0,organic,2017,BaltimoreWashington
2.14,24138.64,809.43,11476.21,188.34,11664.66,11661.91,2.75,0.0,organic,2017,BaltimoreWashington
1.96,24454.71,1248.3,11853.83,398.85,10953.73,10925.78,27.95,0.0,organic,2017,BaltimoreWashington
1.89,19114.94,854.07,10375.8,269.66,7615.41,7604.51,10.9,0.0,organic,2017,BaltimoreWashington
1.97,23194.42,1558.12,11581.01,275.8,9779.49,9768.59,10.9,0.0,organic,2017,BaltimoreWashington
1.97,20770.15,1316.49,9686.16,333.08,9434.42,9418.09,16.33,0.0,organic,2017,BaltimoreWashington
2.06,18537.54,1109.47,7239.15,227.38,9961.54,9943.79,17.75,0.0,organic,2017,BaltimoreWashington
2.12,17418.01,1146.72,6980.5,270.77,9020.02,8997.94,22.08,0.0,organic,2017,BaltimoreWashington
1.97,18082.67,1280.17,8000.14,234.64,8567.72,8562.17,5.55,0.0,organic,2017,BaltimoreWashington
1.93,16773.14,1273.89,7291.17,302.05,7906.03,7897.78,8.25,0.0,organic,2017,BaltimoreWashington
1.81,21623.61,1775.21,10428.06,261.83,9158.51,9074.7,83.81,0.0,organic,2017,BaltimoreWashington
1.85,18596.41,1309.1,7233.7,244.98,9808.63,9707.07,101.56,0.0,organic,2017,BaltimoreWashington
1.85,17974.51,1373.51,6610.53,202.88,9787.59,9782.06,5.53,0.0,organic,2017,BaltimoreWashington
1.85,17293.49,1050.68,7816.85,330.58,8095.38,8090.55,4.83,0.0,organic,2017,BaltimoreWashington
1.85,18486.41,1219.26,8061.11,345.66,8860.38,8826.54,33.84,0.0,organic,2017,BaltimoreWashington
1.82,20759.34,1359.33,8445.66,294.96,10659.39,10651.09,8.3,0.0,organic,2017,BaltimoreWashington
1.85,17989.43,1325.19,7679.48,444.8,8539.96,8534.42,5.54,0.0,organic,2017,BaltimoreWashington
1.92,13901.46,1420.47,6298.07,325.44,5857.48,5857.48,0.0,0.0,organic,2017,BaltimoreWashington
1.72,2017.17,78.28,646.17,0.0,1292.72,213.18,1079.54,0.0,organic,2017,Boise
1.44,3029.24,60.22,650.35,0.0,2318.67,388.73,1929.94,0.0,organic,2017,Boise
1.79,1797.04,28.34,552.03,0.0,1216.67,264.39,952.28,0.0,organic,2017,Boise
1.76,2237.32,52.94,566.03,0.0,1618.35,463.07,1155.28,0.0,organic,2017,Boise
1.77,1829.41,35.28,386.74,0.0,1407.39,351.95,1055.44,0.0,organic,2017,Boise
1.47,2741.2,49.58,619.73,0.0,2071.89,402.45,1661.79,7.65,organic,2017,Boise
1.85,1863.13,55.94,538.92,0.0,1268.27,46.42,1221.85,0.0,organic,2017,Boise
1.88,1869.21,46.66,484.39,0.0,1338.16,356.27,981.89,0.0,organic,2017,Boise
2.33,1886.42,45.0,504.52,0.0,1336.9,383.32,953.58,0.0,organic,2017,Boise
2.34,1962.54,51.96,511.36,0.0,1399.22,382.29,1016.93,0.0,organic,2017,Boise
2.41,1631.8,41.07,543.46,0.0,1047.27,127.12,915.59,4.56,organic,2017,Boise
2.62,1563.12,34.16,523.33,0.0,1005.63,119.61,886.02,0.0,organic,2017,Boise
2.78,1655.56,62.55,573.83,0.0,1019.18,96.57,922.61,0.0,organic,2017,Boise
2.79,1373.11,58.19,473.62,0.0,841.3,40.17,801.13,0.0,organic,2017,Boise
2.64,1411.83,63.68,535.14,0.0,813.01,75.19,737.82,0.0,organic,2017,Boise
2.65,1491.87,67.41,563.56,0.0,860.9,152.33,707.07,1.5,organic,2017,Boise
2.63,1600.11,75.82,540.2,0.0,984.09,174.77,809.32,0.0,organic,2017,Boise
2.71,1855.43,110.15,617.9,0.0,1127.38,133.37,994.01,0.0,organic,2017,Boise
2.75,1643.45,110.96,503.61,0.0,1028.88,199.13,829.75,0.0,organic,2017,Boise
2.62,1661.6,107.75,622.57,0.0,931.28,90.24,841.04,0.0,organic,2017,Boise
2.32,1816.79,71.06,602.73,0.0,1143.0,186.3,956.7,0.0,organic,2017,Boise
2.21,2091.16,81.09,596.86,0.0,1413.21,470.88,942.33,0.0,organic,2017,Boise
2.21,2033.48,51.75,721.8,0.0,1259.93,408.51,851.42,0.0,organic,2017,Boise
2.23,2197.65,52.24,545.95,0.0,1599.46,481.59,1117.87,0.0,organic,2017,Boise
2.26,2647.32,74.38,680.06,0.0,1892.88,440.28,1452.6,0.0,organic,2017,Boise
1.58,3526.39,60.34,767.31,0.0,2698.74,504.14,2194.6,0.0,organic,2017,Boise
1.92,2765.03,41.84,1111.25,0.0,1611.94,539.92,1072.02,0.0,organic,2017,Boise
2.09,2373.02,53.4,935.18,0.0,1384.44,575.45,808.99,0.0,organic,2017,Boise
1.55,3263.02,48.02,744.9,0.0,2470.1,473.75,1996.35,0.0,organic,2017,Boise
1.27,4375.53,24.54,636.65,0.0,3714.34,558.63,3155.71,0.0,organic,2017,Boise
1.27,4579.54,72.25,651.54,0.0,3855.75,635.33,3220.42,0.0,organic,2017,Boise
1.22,4468.0,14.44,683.93,0.0,3769.63,608.14,3161.49,0.0,organic,2017,Boise
1.27,3897.02,15.84,659.85,0.0,3221.33,557.73,2663.6,0.0,organic,2017,Boise
1.27,4103.97,7.94,681.17,0.0,3414.86,527.77,2887.09,0.0,organic,2017,Boise
1.17,4483.61,11.97,634.33,0.0,3837.31,387.11,3450.2,0.0,organic,2017,Boise
1.22,3943.0,19.93,603.23,0.0,3319.84,496.34,2823.5,0.0,organic,2017,Boise
1.23,3316.33,11.93,570.15,0.0,2734.25,340.94,2393.31,0.0,organic,2017,Boise
1.23,3493.39,35.67,568.06,0.0,2889.66,374.5,2515.16,0.0,organic,2017,Boise
1.18,3514.61,17.11,526.49,0.0,2971.01,370.0,2601.01,0.0,organic,2017,Boise
0.82,4767.59,17.05,676.67,0.0,4073.87,300.0,3773.87,0.0,organic,2017,Boise
0.81,4448.99,9.09,541.44,0.0,3898.46,233.33,3665.13,0.0,organic,2017,Boise
1.25,2665.45,6.42,539.13,0.0,2119.9,454.72,1665.18,0.0,organic,2017,Boise
1.16,2918.06,7.57,483.13,0.0,2427.36,240.87,2186.49,0.0,organic,2017,Boise
0.72,4667.26,19.04,603.63,0.0,4044.59,171.7,3872.89,0.0,organic,2017,Boise
1.15,2949.49,21.41,393.39,0.0,2534.69,659.44,1875.25,0.0,organic,2017,Boise
1.65,2104.05,11.28,403.6,0.0,1689.17,1166.92,522.25,0.0,organic,2017,Boise
1.58,2375.9,20.27,426.9,0.0,1928.73,1244.86,683.87,0.0,organic,2017,Boise
0.95,3143.96,20.03,321.73,0.0,2802.2,679.58,2122.62,0.0,organic,2017,Boise
1.06,3212.37,15.2,452.12,0.0,2745.05,623.74,2121.31,0.0,organic,2017,Boise
1.06,3083.38,3.0,450.57,0.0,2629.81,639.29,1990.52,0.0,organic,2017,Boise
1.06,3071.87,0.0,457.07,0.0,2614.8,508.41,2106.39,0.0,organic,2017,Boise
1.04,4137.35,3.0,585.08,0.0,3549.27,632.37,2916.9,0.0,organic,2017,Boise
1.05,2823.82,0.0,368.63,0.0,2455.19,577.91,1877.28,0.0,organic,2017,Boise
1.86,25275.08,9.19,2796.62,0.0,22469.27,20109.15,2360.12,0.0,organic,2017,Boston
1.83,25639.14,29.37,1723.76,0.0,23886.01,23597.12,288.89,0.0,organic,2017,Boston
1.82,24904.99,12.88,1538.66,0.0,23353.45,19173.91,4179.54,0.0,organic,2017,Boston
1.74,26314.71,14.46,1541.99,0.0,24758.26,19905.51,4852.75,0.0,organic,2017,Boston
1.88,21338.43,39.81,1355.4,0.0,19943.22,18266.31,1676.91,0.0,organic,2017,Boston
1.81,21588.38,28.43,1098.3,0.0,20461.65,19514.31,947.34,0.0,organic,2017,Boston
1.81,26149.55,3.65,1261.2,0.0,24884.7,21415.53,3469.17,0.0,organic,2017,Boston
1.87,26148.28,24.04,1429.61,0.0,24694.63,21304.78,3389.85,0.0,organic,2017,Boston
1.95,28626.61,14.81,1535.06,3.7,27073.04,25996.99,1076.05,0.0,organic,2017,Boston
1.83,34011.21,7.41,1225.55,0.0,32778.25,32401.82,376.43,0.0,organic,2017,Boston
1.58,34913.38,16.66,1569.42,0.0,33327.3,33327.3,0.0,0.0,organic,2017,Boston
1.6,37877.39,14.85,1420.26,0.0,36442.28,36442.28,0.0,0.0,organic,2017,Boston
1.56,30044.2,15.95,1103.1,0.0,28925.15,28907.37,17.78,0.0,organic,2017,Boston
1.61,26718.67,17.83,1127.52,0.0,25573.32,25559.99,13.33,0.0,organic,2017,Boston
1.56,31132.88,51.41,952.51,0.0,30128.96,30124.52,4.44,0.0,organic,2017,Boston
1.56,31066.35,7.65,1268.05,0.0,29790.65,29698.52,92.13,0.0,organic,2017,Boston
1.74,25480.22,20.49,1076.33,0.0,24383.4,23213.93,1169.47,0.0,organic,2017,Boston
1.76,22577.26,26.71,866.01,0.0,21684.54,20203.75,1480.79,0.0,organic,2017,Boston
1.75,22339.0,18.23,1150.07,0.0,21170.7,20161.43,1009.27,0.0,organic,2017,Boston
1.72,22954.83,10.07,1256.79,0.0,21687.97,18683.96,3004.01,0.0,organic,2017,Boston
1.77,18946.53,9.07,1183.44,0.0,17754.02,15759.1,1994.92,0.0,organic,2017,Boston
1.61,22037.86,7.5,1198.39,0.0,20831.97,16162.53,4669.44,0.0,organic,2017,Boston
1.61,23890.76,7.0,1303.51,0.0,22580.25,17924.17,4656.08,0.0,organic,2017,Boston
1.59,28957.04,6.86,1165.51,0.0,27784.67,23227.03,4557.64,0.0,organic,2017,Boston
1.61,25501.3,18.95,1315.56,0.0,24166.79,22172.13,1994.66,0.0,organic,2017,Boston
2.17,20152.69,9.43,1693.69,0.0,18449.57,16339.33,2110.24,0.0,organic,2017,Boston
2.13,19686.52,8.01,1676.54,0.0,18001.97,16435.44,1566.53,0.0,organic,2017,Boston
2.13,22051.39,12.39,1891.69,0.0,20147.31,18533.64,1613.67,0.0,organic,2017,Boston
2.12,23277.63,16.6,1617.23,0.0,21643.8,19934.14,1709.66,0.0,organic,2017,Boston
2.07,20437.87,9.81,1490.22,0.0,18937.84,17150.28,1787.56,0.0,organic,2017,Boston
2.04,22924.67,12.27,1676.05,0.0,21236.35,19576.46,1659.89,0.0,organic,2017,Boston
2.04,20860.14,20.57,1658.97,0.0,19180.6,17542.21,1638.39,0.0,organic,2017,Boston
1.92,22165.79,19.5,1408.91,0.0,20737.38,18624.83,2112.55,0.0,organic,2017,Boston
1.99,21115.24,60.91,1839.22,0.0,19215.11,16626.66,2588.45,0.0,organic,2017,Boston
1.98,21056.26,82.39,1772.56,0.0,19201.31,16567.99,2633.32,0.0,organic,2017,Boston
2.02,17863.55,85.6,2341.26,0.0,15436.69,14866.04,570.65,0.0,organic,2017,Boston
1.88,17773.38,138.28,1028.1,0.0,16607.0,14864.78,1742.22,0.0,organic,2017,Boston
2.0,17641.48,67.56,1173.89,0.0,16400.03,14424.78,1975.25,0.0,organic,2017,Boston
2.0,17032.99,64.98,1219.33,0.0,15748.68,13774.14,1974.54,0.0,organic,2017,Boston
2.0,16320.74,80.78,1392.51,0.0,14847.45,14307.53,539.92,0.0,organic,2017,Boston
2.02,17307.58,182.23,1192.32,0.0,15933.03,14681.31,1251.72,0.0,organic,2017,Boston
2.06,18134.67,154.68,1066.04,0.0,16913.95,15509.92,1404.03,0.0,organic,2017,Boston
2.09,18294.75,138.51,1200.03,0.0,16956.21,15584.72,1371.49,0.0,organic,2017,Boston
1.72,19270.33,100.43,1266.07,0.0,17903.83,17340.58,563.25,0.0,organic,2017,Boston
2.01,14572.36,13.18,1274.78,0.0,13284.4,12821.72,462.68,0.0,organic,2017,Boston
2.06,16177.04,13.98,1014.64,0.0,15148.42,12903.42,2245.0,0.0,organic,2017,Boston
1.95,17727.36,13.45,1111.3,13.52,16589.09,15419.88,1169.21,0.0,organic,2017,Boston
1.63,22249.09,7.16,2644.02,38.21,19559.7,16906.1,2653.6,0.0,organic,2017,Boston
1.9,15270.59,8.37,1127.0,0.0,14135.22,13878.77,256.45,0.0,organic,2017,Boston
1.93,15417.31,9.6,969.46,0.0,14438.25,14438.25,0.0,0.0,organic,2017,Boston
1.88,17012.28,12.3,1315.1,0.0,15684.88,15554.34,130.54,0.0,organic,2017,Boston
1.95,17555.2,8.39,1134.04,0.0,16412.77,15137.23,1275.54,0.0,organic,2017,Boston
2.06,13438.22,14.8,2181.53,0.0,11241.89,10636.25,605.64,0.0,organic,2017,Boston
1.15,10568.46,176.5,82.85,0.0,10309.11,5004.55,5304.56,0.0,organic,2017,BuffaloRochester
1.15,11025.86,233.3,65.48,0.0,10727.08,9439.56,1287.52,0.0,organic,2017,BuffaloRochester
1.15,10784.73,196.04,131.48,0.0,10457.21,3560.34,6896.87,0.0,organic,2017,BuffaloRochester
1.14,11143.68,198.52,70.96,0.0,10874.2,3941.51,6932.69,0.0,organic,2017,BuffaloRochester
1.18,7575.49,101.72,39.09,0.0,7434.68,3655.67,3779.01,0.0,organic,2017,BuffaloRochester
1.26,5280.35,216.85,57.94,0.0,5005.56,4509.48,496.08,0.0,organic,2017,BuffaloRochester
1.42,7519.34,256.84,68.85,0.0,7193.65,3938.44,3255.21,0.0,organic,2017,BuffaloRochester
1.39,12395.75,250.66,105.43,0.0,12039.66,6031.35,6008.31,0.0,organic,2017,BuffaloRochester
1.36,12253.81,175.18,92.84,0.0,11985.79,10351.66,1634.13,0.0,organic,2017,BuffaloRochester
1.35,12759.88,216.82,114.69,0.0,12428.37,12428.37,0.0,0.0,organic,2017,BuffaloRochester
1.35,10115.95,231.39,135.86,0.0,9748.7,9744.26,4.44,0.0,organic,2017,BuffaloRochester
1.33,12929.64,158.88,153.55,0.0,12617.21,12617.21,0.0,0.0,organic,2017,BuffaloRochester
1.34,15466.92,324.2,148.9,0.0,14993.82,14993.82,0.0,0.0,organic,2017,BuffaloRochester
1.39,11486.81,277.8,111.48,0.0,11097.53,11092.17,5.36,0.0,organic,2017,BuffaloRochester
1.4,10081.25,277.5,133.65,0.0,9670.1,9642.01,28.09,0.0,organic,2017,BuffaloRochester
1.47,7698.45,274.35,139.9,0.0,7284.2,6095.36,1188.84,0.0,organic,2017,BuffaloRochester
1.8,4946.72,408.05,156.35,0.0,4382.32,1514.57,2867.75,0.0,organic,2017,BuffaloRochester
1.41,11172.15,367.3,160.21,0.0,10644.64,7804.08,2840.56,0.0,organic,2017,BuffaloRochester
1.37,11184.42,193.45,181.75,0.0,10809.22,9102.12,1707.1,0.0,organic,2017,BuffaloRochester
1.46,8235.56,74.71,227.91,0.0,7932.94,2469.77,5463.17,0.0,organic,2017,BuffaloRochester
1.27,10212.38,4.73,416.02,0.0,9791.63,5319.01,4472.62,0.0,organic,2017,BuffaloRochester
1.34,12705.61,0.0,311.73,0.0,12393.88,3181.99,9211.89,0.0,organic,2017,BuffaloRochester
1.44,10708.99,9.99,451.17,0.0,10247.83,1433.47,8814.36,0.0,organic,2017,BuffaloRochester
1.28,14116.97,5.9,427.39,0.0,13683.68,4223.34,9460.34,0.0,organic,2017,BuffaloRochester
1.26,12764.97,4.78,446.42,0.0,12313.77,7111.69,5202.08,0.0,organic,2017,BuffaloRochester
2.55,5369.52,5.98,393.2,0.0,4970.34,731.11,4239.23,0.0,organic,2017,BuffaloRochester
2.57,4270.32,4.02,473.35,0.0,3792.95,486.66,3306.29,0.0,organic,2017,BuffaloRochester
2.57,5228.11,15.56,439.88,0.0,4772.67,636.66,4136.01,0.0,organic,2017,BuffaloRochester
2.54,5445.57,28.33,544.31,0.0,4872.93,830.0,4042.93,0.0,organic,2017,BuffaloRochester
2.46,5165.43,4.78,644.84,0.0,4515.81,1073.33,3442.48,0.0,organic,2017,BuffaloRochester
2.51,5425.35,3.59,491.51,0.0,4930.25,948.34,3981.91,0.0,organic,2017,BuffaloRochester
2.19,5712.13,0.0,711.28,0.0,5000.85,980.0,4020.85,0.0,organic,2017,BuffaloRochester
2.16,4934.21,7.22,843.74,0.0,4083.25,1050.0,3033.25,0.0,organic,2017,BuffaloRochester
2.16,5945.03,0.0,548.13,0.0,5396.9,1203.33,4193.57,0.0,organic,2017,BuffaloRochester
2.19,7609.96,0.0,650.65,0.0,6959.31,1219.99,5739.32,0.0,organic,2017,BuffaloRochester
2.16,3630.0,2.43,508.2,0.0,3119.37,900.0,2219.37,0.0,organic,2017,BuffaloRochester
2.14,5924.92,7.26,384.65,0.0,5533.01,1181.11,4351.9,0.0,organic,2017,BuffaloRochester
2.14,5987.27,8.55,525.64,0.0,5453.08,1313.33,4139.75,0.0,organic,2017,BuffaloRochester
2.17,5013.5,0.0,547.15,0.0,4466.35,1003.33,3463.02,0.0,organic,2017,BuffaloRochester
2.09,3337.9,1.22,923.99,0.0,2412.69,1180.0,1232.69,0.0,organic,2017,BuffaloRochester
2.16,4486.25,0.0,451.29,0.0,4034.96,738.89,3296.07,0.0,organic,2017,BuffaloRochester
2.05,3614.79,2.44,292.72,0.0,3319.63,973.33,2346.3,0.0,organic,2017,BuffaloRochester
2.05,2414.64,0.0,286.14,0.0,2128.5,636.67,1491.83,0.0,organic,2017,BuffaloRochester
1.89,3184.47,9.77,1404.91,0.0,1769.79,910.0,859.79,0.0,organic,2017,BuffaloRochester
1.93,2099.67,4.86,606.04,0.0,1488.77,966.18,522.59,0.0,organic,2017,BuffaloRochester
1.98,4832.94,0.0,1112.32,0.0,3720.62,1261.01,2459.61,0.0,organic,2017,BuffaloRochester
1.81,3594.59,0.0,369.57,0.0,3225.02,1950.9,1274.12,0.0,organic,2017,BuffaloRochester
1.81,5750.39,6.11,258.24,0.0,5486.04,3200.6,2285.44,0.0,organic,2017,BuffaloRochester
1.61,2348.77,2.44,347.33,0.0,1999.0,1829.7,169.3,0.0,organic,2017,BuffaloRochester
1.5,2590.39,8.54,139.02,0.0,2442.83,2440.12,2.71,0.0,organic,2017,BuffaloRochester
1.58,4158.47,7.31,184.83,0.0,3966.33,3416.66,549.67,0.0,organic,2017,BuffaloRochester
1.73,3247.37,13.4,175.02,0.0,3058.95,2000.75,1058.2,0.0,organic,2017,BuffaloRochester
1.64,3425.49,8.52,320.56,0.0,3096.41,2585.1,511.31,0.0,organic,2017,BuffaloRochester
1.71,160039.02,46373.36,55040.01,0.0,58625.65,58526.97,98.68,0.0,organic,2017,California
1.82,138506.44,25276.34,58176.83,0.0,55053.27,54984.78,68.49,0.0,organic,2017,California
1.75,126089.01,24044.07,55284.97,0.0,46759.97,46698.32,61.65,0.0,organic,2017,California
1.89,125853.18,31270.64,46280.63,0.0,48301.91,48263.46,38.45,0.0,organic,2017,California
1.81,125973.2,23983.71,47847.46,0.0,54142.03,54089.5,52.53,0.0,organic,2017,California
2.0,115472.08,23310.44,47380.19,0.0,44781.45,44756.79,24.66,0.0,organic,2017,California
1.98,122170.14,25968.52,47146.26,0.0,49055.36,49022.35,33.01,0.0,organic,2017,California
1.99,122017.93,29124.07,43952.88,1.59,48939.39,48885.5,53.89,0.0,organic,2017,California
1.76,145735.09,27876.4,67331.86,0.0,50526.83,50478.71,48.12,0.0,organic,2017,California
2.01,129602.47,29243.35,48086.52,0.0,52272.6,52247.85,24.75,0.0,organic,2017,California
2.0,132184.44,27492.71,48684.87,0.0,56006.86,55961.39,45.47,0.0,organic,2017,California
2.1,115255.48,25513.54,44390.25,0.0,45351.69,45271.06,80.63,0.0,organic,2017,California
2.17,124505.87,26222.41,53539.49,0.0,44743.97,44692.13,51.84,0.0,organic,2017,California
2.08,132771.77,31036.76,59948.6,0.0,41786.41,41755.45,30.96,0.0,organic,2017,California
2.05,138458.82,34599.22,63107.77,1.57,40750.26,40700.41,49.85,0.0,organic,2017,California
2.18,152064.59,48806.34,66114.77,0.0,37143.48,37121.28,22.2,0.0,organic,2017,California
2.2,140337.35,40795.15,62854.16,0.0,36688.04,36679.32,8.72,0.0,organic,2017,California
2.09,142391.81,33578.96,64298.99,0.0,44513.86,44484.97,28.89,0.0,organic,2017,California
2.54,121293.43,31149.69,48281.23,0.0,41862.51,41815.14,47.37,0.0,organic,2017,California
2.37,140365.99,28993.37,44771.32,1.57,66599.73,66546.4,53.33,0.0,organic,2017,California
2.21,139016.53,27834.92,44902.56,0.0,66279.05,66110.1,168.95,0.0,organic,2017,California
2.18,118098.82,18668.32,42686.77,0.0,56743.73,55680.44,1063.29,0.0,organic,2017,California
2.14,113903.29,15243.52,40785.21,0.0,57874.56,57767.34,107.22,0.0,organic,2017,California
2.17,128480.81,20884.31,52053.33,4.67,55538.5,55471.46,67.04,0.0,organic,2017,California
2.14,127255.55,18861.09,52718.44,9.36,55666.66,55588.67,77.99,0.0,organic,2017,California
1.62,169101.22,18593.36,54586.32,4.68,95916.86,95826.72,90.14,0.0,organic,2017,California
1.73,163970.9,20969.94,58901.69,9.35,84089.92,83873.31,216.61,0.0,organic,2017,California
1.66,167931.62,23367.89,53252.13,0.0,91311.6,89270.67,2040.93,0.0,organic,2017,California
1.78,181725.85,32417.62,60616.15,0.0,88692.08,82117.33,6574.75,0.0,organic,2017,California
1.79,179141.21,32283.4,64309.03,6.18,82542.6,82388.73,153.87,0.0,organic,2017,California
1.64,206419.24,31578.61,80018.8,12.42,94809.41,94661.56,147.85,0.0,organic,2017,California
1.76,197588.64,31705.67,68967.28,12.52,96903.17,96713.71,189.46,0.0,organic,2017,California
1.78,183083.69,28908.03,67866.42,7.8,86301.44,86037.36,264.08,0.0,organic,2017,California
1.76,167406.47,29347.26,61178.45,7.82,76872.94,75429.92,1443.02,0.0,organic,2017,California
1.59,211442.68,27955.44,80576.31,1.61,102909.32,102120.45,788.87,0.0,organic,2017,California
1.61,199903.62,29040.03,67606.93,7.79,103248.87,99212.47,4036.4,0.0,organic,2017,California
1.6,197179.76,28028.44,69003.58,4.7,100143.04,86815.31,13327.73,0.0,organic,2017,California
1.67,194263.4,28602.39,68759.01,7.85,96894.15,87693.86,9200.29,0.0,organic,2017,California
1.63,186112.1,30319.27,66541.46,7.86,89243.51,82024.66,7218.85,0.0,organic,2017,California
1.64,191988.18,31381.85,69457.56,17.3,91131.47,87215.5,3915.97,0.0,organic,2017,California
1.7,194052.77,34618.57,71542.71,7.86,87883.63,84717.09,3166.54,0.0,organic,2017,California
1.57,209591.02,25435.01,81224.16,39.25,102892.6,81019.63,21872.97,0.0,organic,2017,California
1.53,210400.75,26372.8,73288.71,9.46,110729.78,96032.09,14697.69,0.0,organic,2017,California
1.45,220712.33,28613.88,65742.41,6.34,126349.7,89588.54,36761.16,0.0,organic,2017,California
1.34,215699.08,26443.61,69371.98,3.16,119880.33,102260.68,17619.65,0.0,organic,2017,California
1.5,183797.3,27932.48,71026.47,3.16,84835.19,83854.04,981.15,0.0,organic,2017,California
1.54,151754.58,27367.52,55812.63,20.18,68554.25,66789.82,1764.43,0.0,organic,2017,California
1.36,169739.8,37220.31,82017.4,9.46,50492.63,49406.12,1086.51,0.0,organic,2017,California
1.44,165225.54,30958.58,65973.06,23.2,68270.7,52928.72,15341.98,0.0,organic,2017,California
1.53,136422.97,28034.89,54342.56,6.18,54039.34,49913.43,4125.91,0.0,organic,2017,California
1.66,142739.21,27811.48,58090.25,3.08,56834.4,55364.11,1470.29,0.0,organic,2017,California
1.5,177777.4,33563.39,69671.75,4.62,74537.64,69842.47,4695.17,0.0,organic,2017,California
1.46,164137.04,31267.65,65430.27,6.16,67432.96,50963.98,16468.98,0.0,organic,2017,California
1.71,11939.07,34.71,5197.49,198.71,6508.16,6416.36,91.8,0.0,organic,2017,Charlotte
1.83,9064.06,6.59,3987.42,214.4,4855.65,4855.65,0.0,0.0,organic,2017,Charlotte
1.86,9678.6,1.2,4729.56,227.56,4720.28,4720.28,0.0,0.0,organic,2017,Charlotte
1.91,10004.14,4.18,4292.94,202.41,5504.61,5497.94,6.67,0.0,organic,2017,Charlotte
1.9,9558.48,20.01,4864.47,210.73,4463.27,4270.85,192.42,0.0,organic,2017,Charlotte
2.11,8485.97,21.02,3663.49,157.71,4643.75,4345.21,298.54,0.0,organic,2017,Charlotte
2.13,7918.52,7.04,3853.79,131.39,3926.3,3802.47,123.83,0.0,organic,2017,Charlotte
2.15,9048.5,16.49,3865.41,176.72,4989.88,4734.38,255.5,0.0,organic,2017,Charlotte
2.22,9818.51,31.39,4550.54,194.47,5042.11,4819.49,222.62,0.0,organic,2017,Charlotte
2.02,11245.23,43.32,3776.83,160.97,7264.11,7117.43,146.68,0.0,organic,2017,Charlotte
2.08,11569.34,36.2,4320.47,181.26,7031.41,6886.3,145.11,0.0,organic,2017,Charlotte
